sg nom,sg gen,sg part,sg ill,sg ine,sg ela,sg all,sg ade,sg abl,sg trans,sg term,sg com,pl nom,pl gen,pl part,pl ill,pl ine,pl ela,pl all,pl ade,pl abl,pl trans,pl term,pl com,kommentaar
niskõ,nizga,niska,niskasõ,nizgõz,nizgõss,nizgõllõ,nizgõll,nizgõlt,nizgõssi,nizgõssaa,nizgõka,nizgõd,niskojõ,niskoit,niskoisõ,niskoiz,niskoiss,niskoillõ,niskoill,niskoilt,niskoissi,niskoissaa,niskoika,
nisu,nizu,nissua,nissusõ,nizuz,nizuss,nizullõ,nizull,nizult,nizussi,nizussaa,nizuka,nizud,nisujõ,nisuit,nisuisõ,nisuiz,nisuiss,nisuillõ,nisuill,nisuilt,nisuissi,nisuissaa,nisuika,
nojaabri,nojaabri,nojaabria,nojaabrisõ,nojaabriz,nojaabriss,nojaabrillõ,nojaabrill,nojaabrilt,nojaabrissi,nojaabrissaa,nojaabrika,nojaabrid,nojaabrijõ,nojaabriit,nojaabriisõ,nojaabriiz,nojaabriiss,nojaabriillõ,nojaabriill,nojaabriilt,nojaabriissi,nojaabriissaa,nojaabrijka,
noori,noorõ,noortõ,noorõsõ,noorõz,noorõss,noorõllõ,noorõll,noorõlt,noorõssi,noorõssaa,noorõka,noorõd,noorijõ,nooriit,nooriisõ,nooriiz,nooriiss,nooriillõ,nooriill,nooriilt,nooriissi,nooriissaa,noorijka,
noorikkõ,noorika,noorikka,noorikkasõ,noorikkõz,noorikõss,noorikõllõ,noorikõll,noorikõlt,noorikõssi,noorikkõssaa,noorikõka,noorikõd,noorikkojõ,noorikkoit,noorikkoisõ,noorikkoiz,noorikkoiss,noorikkoillõ,noorikkoill,noorikkoilt,noorikkoissi,noorikkoissaa,noorikkoika,sg vormides õ->a
nuumõri,nuumõri,nuumõria,nuumõrisõ,nuumõriz,nuumõriss,nuumõrillõ,nuumõrill,nuumõrilt,nuumõrissi,nuumõrissaa,nuumõrika,nuumõrid,nuumõrijõ,nuumõriit,nuumõriisõ,nuumõriiz,nuumõriiss,nuumõriillõ,nuumõriill,nuumõriilt,nuumõriissi,nuumõriissaa,nuumõrijka,
nuužnikkõ,nuužnika,nuužnikka,nuužnikkasõ,nuužnikkõz,nuužnikõss,nuužnikõllõ,nuužnikõll,nuužnikõlt,nuužnikõssi,nuužnikkõssaa,nuužnikõka,nuužnikõd,nuužnikkojõ,nuužnikkoit,nuužnikkoisõ,nuužnikkoiz,nuužnikkoiss,nuužnikkoillõ,nuužnikkoill,nuužnikkoilt,nuužnikkoissi,nuužnikkoissaa,nuužnikkoika,sg vormides õ->a
nõki,nõgõ,nõkkõa,nõkkõsõ,nõgõz,nõgõss,nõgõllõ,nõgõll,nõgõlt,nõgõssi,nõgõssaa,nõgõka,nõgõd,nõkijõ,nõkiit,nõkiisõ,nõkiiz,nõkiiss,nõkiillõ,nõkiill,nõkiilt,nõkiissi,nõkiissaa,nõkijka,
nätel̕i,nätel̕i,nätel̕iä,nätel̕ise,nätel̕iz,nätel̕iss,nätel̕ille,nätel̕ill,nätel̕ilt,nätel̕issi,nätel̕issaa,nätel̕ika,nätel̕id,nätel̕ije,nätel̕iit,nätel̕iise,nätel̕iiz,nätel̕iiss,nätel̕iille,nätel̕iill,nätel̕iilt,nätel̕iissi,nätel̕iissaa,nätel̕ijka,
nätil̕päive,nätil̕päivä,nätil̕päivä,nätil̕päiväse,nätil̕päivez,nätil̕päivess,nätil̕päivelle,nätil̕päivell,nätil̕päivelt,nätil̕päivessi,nätil̕päivessaa,nätil̕päiveka,nätil̕päived,nätil̕päivije,nätil̕päiviit,nätil̕päiviise,nätil̕päiviiz,nätil̕päiviiss,nätil̕päiviille,nätil̕päiviill,nätil̕päiviilt,nätil̕päiviissi,nätil̕päiviissaa,nätil̕päivijka,
nüčüin,nüčüize,nüčüisse,nüčüizese,nüčüizez,nüčüizess,nüčüizelle,nüčüizell,nüčüizelt,nüčüizessi,nüčüizessaa,nüčüizeka,nüčüized,nüčüizije,nüčüiziit,nüčüiziise,nüčüiziiz,nüčüiziiss,nüčüiziille,nüčüiziill,nüčüiziilt,nüčüiziissi,nüčüiziissaa,nüčüizijka,
obakkõ,obaka,obakka,obakkasõ,obakkõz,obakõss,obakõllõ,obakõll,obakõlt,obakõssi,obakkõssaa,obakõka,obakõd,obakkojõ,obakkoit,obakkoisõ,obakkoiz,obakkoiss,obakkoillõ,obakkoill,obakkoilt,obakkoissi,obakkoissaa,obakkoika,sg vormides õ->a
obraazõ,obraaza,obraaza,obraazasõ,obraazõz,obraazõss,obraazõllõ,obraazõll,obraazõlt,obraazõssi,obraazõssaa,obraazõka,obraazõd,obraazijõ,obraaziit,obraaziisõ,obraaziiz,obraaziiss,obraaziillõ,obraaziill,obraaziilt,obraaziissi,obraaziissaa,obraazijka,
ohtõgo,ohtõgo,ohtõgoa,ohtõgosõ,ohtõgoz,ohtõgoss,ohtõgollõ,ohtõgoll,ohtõgolt,ohtõgossi,ohtõgossaa,ohtõgoka,ohtõgod,ohtõgojõ,ohtõgoit,ohtõgoisõ,ohtõgoiz,ohtõgoiss,ohtõgoillõ,ohtõgoill,ohtõgoilt,ohtõgoissi,ohtõgoissaa,ohtõgoika,
olud,olu,oluttõ,olusõ,oluz,oluss,olullõ,olull,olult,olussi,olussaa,oluka,olud,olujõ,oluit,oluisõ,oluiz,oluiss,oluillõ,oluill,oluilt,oluissi,oluissaa,oluika,
omõn,omõna,omõna,omõnasõ,omõnõz,omõnõss,omõnõllõ,omõnõll,omõnõlt,omõnõssi,omõnõssaa,omõnõka,omõnõd,omõnojõ,omõnoit,omõnoisõ,omõnoiz,omõnoiss,omõnoillõ,omõnoill,omõnoilt,omõnoissi,omõnoissaa,omõnoika,
ooli,oolõ,ooltõ,oolõsõ,oolõz,oolõss,oolõllõ,oolõll,oolõlt,oolõssi,oolõssaa,oolõka,oolõd,oolijõ,ooliit,ooliisõ,ooliiz,ooliiss,ooliillõ,ooliill,ooliilt,ooliissi,ooliissaa,oolijka,Laaksol märgitud lühike sg ill
oomnikko,oomniko,oomnikkoa,oomnikkosõ,oomnikkoz,oomnikoss,oomnikollõ,oomnikoll,oomnikolt,oomnikossi,oomnikkossaa,oomnikoka,oomnikod,oomnikkojõ,oomnikkoit,oomnikkoisõ,oomnikkoiz,oomnikkoiss,oomnikkoillõ,oomnikkoill,oomnikkoilt,oomnikkoissi,oomnikkoissaa,oomnikkoika,
oonõ,oonõ,oonõt,oonõsõ,oonõz,oonõss,oonõllõ,oonõll,oonõlt,oonõssi,oonõssaa,oonõka,oonõd,oonijõ,ooniit,ooniisõ,ooniiz,ooniiss,ooniillõ,ooniill,ooniilt,ooniissi,ooniissaa,oonijka,
ostanofkõ,ostanofka,ostanofka,ostanofkasõ,ostanofkõz,ostanofkõss,ostanofkõllõ,ostanofkõll,ostanofkõlt,ostanofkõssi,ostanofkõssaa,ostanofkõka,ostanofkõd,ostanofkojõ,ostanofkoit,ostanofkoisõ,ostanofkoiz,ostanofkoiss,ostanofkoillõ,ostanofkoill,ostanofkoilt,ostanofkoissi,ostanofkoissaa,ostanofkoika,
pagan,pagana,pagana,paganasõ,paganõz,paganõss,paganõllõ,paganõll,paganõlt,paganõssi,paganõssaa,paganõka,paganõd,paganojõ,paganoit,paganoisõ,paganoiz,paganoiss,paganoillõ,paganoill,paganoilt,paganoissi,paganoissaa,paganoika,
paganuz,paganusõ,paganussõ,paganuzõsõ,paganuzõz,paganuzõss,paganuzõllõ,paganuzõll,paganuzõlt,paganuzõssi,paganuzõssaa,paganuzõka,paganuzõd,paganusijõ,paganusiit,paganusiisõ,paganusiiz,paganusiiss,paganusiillõ,paganusiill,paganusiilt,paganusiissi,paganusiissaa,paganusijka,Tsvetkovil oli pl tüvi -oi-
paglõ,pagla,pagla,paglasõ,paglõz,paglõss,paglõllõ,paglõll,paglõlt,paglõssi,paglõssaa,paglõka,paglõd,paglojõ,pagloit,pagloisõ,pagloiz,pagloiss,pagloillõ,pagloill,pagloilt,pagloissi,pagloissaa,pagloika,
paha,paha,pahha,pahhasõ,pahõz,pahõss,pahõllõ,pahõll,pahõlt,pahõssi,pahõssaa,pahõka,pahõd,pahhojõ,pahhoit,pahhoisõ,pahhoiz,pahhoiss,pahhoillõ,pahhoill,pahhoilt,pahhoissi,pahhoissaa,pahhoika,
paikkõ,paika,paikka,paikkasõ,paikkõz,paikõss,paikõllõ,paikõll,paikõlt,paikõssi,paikkõssaa,paikõka,paikõd,paikkojõ,paikkoit,paikkoisõ,paikkoiz,paikkoiss,paikkoillõ,paikkoill,paikkoilt,paikkoissi,paikkoissaa,paikkoika,sg vormides õ->a
paju,paju,pajua,pajusõ,pajuz,pajuss,pajullõ,pajull,pajult,pajussi,pajussaa,pajuka,pajud,pajujõ,pajuit,pajuisõ,pajuiz,pajuiss,pajuillõ,pajuill,pajuilt,pajuissi,pajuissaa,pajuika,
pakkõin,pakkõizõ,pakkõissõ,pakkõizõsõ,pakkõizõz,pakkõizõss,pakkõizõllõ,pakkõizõll,pakkõizõlt,pakkõizõssi,pakkõizõssaa,pakkõizõka,pakkõizõd,pakkõizijõ,pakkõiziit,pakkõiziisõ,pakkõiziiz,pakkõiziiss,pakkõiziillõ,pakkõiziill,pakkõiziilt,pakkõiziissi,pakkõiziissaa,pakkõizijka,
paksu,paksu,paksua,paksusõ,paksuz,paksuss,paksullõ,paksull,paksult,paksussi,paksussaa,paksuka,paksud,paksujõ,paksuit,paksuisõ,paksuiz,paksuiss,paksuillõ,paksuill,paksuilt,paksuissi,paksuissaa,paksuika,
palkkõ,palka,palkka,palkkasõ,palkkõz,palkõss,palkõllõ,palkõll,palkõlt,palkõssi,palkkõssaa,palkõka,palkõd,palkkojõ,palkkoit,palkkoisõ,palkkoiz,palkkoiss,palkkoillõ,palkkoill,palkkoilt,palkkoissi,palkkoissaa,palkkoika,sg vormides õ->a
pallo,pallo,palloa,pallosõ,palloz,palloss,pallollõ,palloll,pallolt,pallossi,pallossaa,palloka,pallod,pallojõ,palloit,palloisõ,palloiz,palloiss,palloillõ,palloill,palloilt,palloissi,palloissaa,palloika,
pal̕l̕õz,pal̕l̕a,pal̕l̕assõ,pal̕l̕asõ,pal̕l̕az,pal̕l̕ass,pal̕l̕allõ,pal̕l̕all,pal̕l̕alt,pal̕l̕assi,pal̕l̕assaa,pal̕l̕aka,pal̕l̕ad,pal̕l̕ajõ,pal̕l̕ait,pal̕l̕aisõ,pal̕l̕aiz,pal̕l̕aiss,pal̕l̕aillõ,pal̕l̕aill,pal̕l̕ailt,pal̕l̕aissi,pal̕l̕aissaa,pal̕l̕aika,
pal̕tto,pal̕to,pal̕ttoa,pal̕ttosõ,pal̕ttoz,pal̕toss,pal̕tollõ,pal̕toll,pal̕tolt,pal̕tossi,pal̕ttossaa,pal̕toka,pal̕tod,pal̕ttojõ,pal̕ttoit,pal̕ttoisõ,pal̕ttoiz,pal̕ttoiss,pal̕ttoillõ,pal̕ttoill,pal̕ttoilt,pal̕ttoissi,pal̕ttoissaa,pal̕ttoika,
paperi,paperi,paperia,paperisõ,paperiz,paperiss,paperillõ,paperill,paperilt,paperissi,paperissaa,paperika,paperid,paperijõ,paperiit,paperiisõ,paperiiz,paperiiss,paperiillõ,paperiill,paperiilt,paperiissi,paperiissaa,paperijka,
pappi,papi,pappia,pappisõ,pappiz,papiss,papillõ,papill,papilt,papissi,pappissaa,papika,papid,pappijõ,pappiit,pappiisõ,pappiiz,pappiiss,pappiillõ,pappiill,pappiilt,pappiissi,pappiissaa,pappijka,
parad,paradi,paradia,paradisõ,paradiz,paradiss,paradillõ,paradill,paradilt,paradissi,paradissaa,paradika,paradid,paradijõ,paradiit,paradiisõ,paradiiz,paradiiss,paradiillõ,paradiill,paradiilt,paradiissi,paradiissaa,paradijka,
partõ,parra,parta,partasõ,parrõz,parrõss,parrõllõ,parrõll,parrõlt,parrõssi,parrõssaa,parrõka,parrõd,partojõ,partoit,partoisõ,partoiz,partoiss,partoillõ,partoill,partoilt,partoissi,partoissaa,partoika,
partõin,partõizõ,partõissõ,partõizõsõ,partõizõz,partõizõss,partõizõllõ,partõizõll,partõizõlt,partõizõssi,partõizõssaa,partõizõka,partõizõd,partõisijõ,partõisiit,partõisiisõ,partõisiiz,partõisiiss,partõisiillõ,partõisiill,partõisiilt,partõisiissi,partõisiissaa,partõisijka,
paskõ,pazga,paska,paskasõ,pazgõz,pazgõss,pazgõllõ,pazgõll,pazgõlt,pazgõssi,pazgõssaa,pazgõka,pazgõd,paskojõ,paskoit,paskoisõ,paskoiz,paskoiss,paskoillõ,paskoill,paskoilt,paskoissi,paskoissaa,paskoika,
passi,pasi,passia,passisõ,passiz,pasiss,pasillõ,pasill,pasilt,pasissi,passissaa,pasika,pasid,passijõ,passiit,passiisõ,passiiz,passiiss,passiillõ,passiill,passiilt,passiissi,passiissaa,passijka,
passibo,passibo,passiboa,passibosõ,passiboz,passiboss,passibollõ,passiboll,passibolt,passibossi,passibossaa,passiboka,passibod,passibojõ,passiboit,passiboisõ,passiboiz,passiboiss,passiboillõ,passiboill,passiboilt,passiboissi,passiboissaa,passiboika,
peeni,peene,peente,peenese,peenez,peeness,peenelle,peenell,peenelt,peenessi,peenessaa,peeneka,peened,peenije,peeniit,peeniise,peeniiz,peeniiss,peeniille,peeniill,peeniilt,peeniissi,peeniissaa,peenijka,
pehko,pehgo,pehkoa,pehkosõ,pehgoz,pehgoss,pehgollõ,pehgoll,pehgolt,pehgossi,pehgossaa,pehgoka,pehgod,pehkojõ,pehkoit,pehkoisõ,pehkoiz,pehkoiss,pehkoillõ,pehkoill,pehkoilt,pehkoissi,pehkoissaa,pehkoika,
peh̕miä,peh̕miä,peh̕miätä,peh̕miäse,peh̕miäz,peh̕miäss,peh̕miälle,peh̕miäll,peh̕miält,peh̕miässi,peh̕miässaa,peh̕miäka,peh̕miäd,peh̕mije,peh̕miit,peh̕miise,peh̕miiz,peh̕miiss,peh̕miille,peh̕miill,peh̕miilt,peh̕miissi,peh̕miissaa,peh̕mijka,
pen̕sioner,pen̕sionera,pen̕sionera,pen̕sionerasõ,pen̕sionerõz,pen̕sionerõss,pen̕sionerõllõ,pen̕sionerõll,pen̕sionerõlt,pen̕sionerõssi,pen̕sionerõssaa,pen̕sionerõka,pen̕sionerõd,pen̕sionerojõ,pen̕sioneroit,pen̕sioneroisõ,pen̕sioneroiz,pen̕sioneroiss,pen̕sioneroillõ,pen̕sioneroill,pen̕sioneroilt,pen̕sioneroissi,pen̕sioneroissaa,pen̕sioneroika,
pere,pere,perette,perese,perez,peress,perelle,perell,perelt,peressi,peressaa,pereka,pered,pereje,pereit,pereise,pereiz,pereiss,pereille,pereill,pereilt,pereissi,pereissaa,pereika,
peremmeez,peremmehe,peremmeesse,peremmehese,peremmehez,peremmehess,peremmehelle,peremmehell,peremmehelt,peremmehessi,peremmehessaa,peremmeheka,peremmehed,peremmehije,peremmehiit,peremmehiise,peremmehiiz,peremmehiiss,peremmehiille,peremmehiill,peremmehiilt,peremmehiissi,peremmehiissaa,peremmehijka,sidekonsonant tuleb ära jätta
perennain,perennaizõ,perennaissõ,perennaizõsõ,perennaizõz,perennaizõss,perennaizõllõ,perennaizõll,perennaizõlt,perennaizõssi,perennaizõssaa,perennaizõka,perennaizõd,perennaisijõ,perennaisiit,perennaisiisõ,perennaisiiz,perennaisiiss,perennaisiillõ,perennaisiill,perennaisiilt,perennaisiissi,perennaisiissaa,perennaisijka,sidekonsonant tuleb ära jätta
pesä,pezä,pessä,pessäse,pezäz,pezäss,pezälle,pezäll,pezält,pezässi,pezässaa,pezäka,pezäd,pesije,pesiit,pesiise,pesiiz,pesiiss,pesiille,pesiill,pesiilt,pesiissi,pesiissaa,pesijka,
pettelikko,petteliko,pettelikkoa,pettelikkosõ,pettelikkoz,pettelikoss,pettelikollõ,pettelikoll,pettelikolt,pettelikossi,pettelikkossaa,pettelikoka,pettelikod,pettelikkojõ,pettelikkoit,pettelikkoisõ,pettelikkoiz,pettelikkoiss,pettelikkoillõ,pettelikkoill,pettelikkoilt,pettelikkoissi,pettelikkoissaa,pettelikkoika,
petäje,petäjä,petäjä,petäjäse,petäjez,petäjess,petäjelle,petäjell,petäjelt,petäjessi,petäjessaa,petäjeka,petäjed,petäjije,petäjiit,petäjiise,petäjiiz,petäjiiss,petäjiille,petäjiill,petäjiilt,petäjiissi,petäjiissaa,petäjijka,
pii,pii,piite,pihhe,piiz,piiss,piille,piill,piilt,piissi,piissaa,piika,piid,piije,piit,piise,piiz,piiss,piille,piill,piilt,piissi,piissaa,pijka,kas eespoolne või tagapoolne? MIDA TEHA MITMUSE VORMIDEGA?
piime,piimä,piimä,piimäse,piimez,piimess,piimelle,piimell,piimelt,piimessi,piimessaa,piimeka,piimed,piimije,piimiit,piimiise,piimiiz,piimiiss,piimiille,piimiill,piimiilt,piimiissi,piimiissaa,piimijka,
pilvi,pilve,pilveä,pilvese,pilvez,pilvess,pilvelle,pilvell,pilvelt,pilvessi,pilvessaa,pilveka,pilved,pilvije,pilviit,pilviise,pilviiz,pilviiss,pilviille,pilviill,pilviilt,pilviissi,pilviissaa,pilvijka,
pimmiä,pimmiä,pimmiätä,pimmiäse,pimmiäz,pimmiäss,pimmiälle,pimmiäll,pimmiält,pimmiässi,pimmiässaa,pimmiäka,pimmiäd,pimmije,pimmiit,pimmiise,pimmiiz,pimmiiss,pimmiille,pimmiill,pimmiilt,pimmiissi,pimmiissaa,pimmijka,
pinžakkõ,pinžaka,pinžakka,pinžakkasõ,pinžakkõz,pinžakõss,pinžakõllõ,pinžakõll,pinžakõlt,pinžakõssi,pinžakkõssaa,pinžakõka,pinžakõd,pinžakkojõ,pinžakkoit,pinžakkoisõ,pinžakkoiz,pinžakkoiss,pinžakkoillõ,pinžakkoill,pinžakkoilt,pinžakkoissi,pinžakkoissaa,pinžakkoika,sg vormides õ->a
pintõ,pinna,pinta,pintasõ,pinnõz,pinnõss,pinnõllõ,pinnõll,pinnõlt,pinnõssi,pinnõssaa,pinnõka,pinnõd,pintojõ,pintoit,pintoisõ,pintoiz,pintoiss,pintoillõ,pintoill,pintoilt,pintoissi,pintoissaa,pintoika,
plaastõri,plaastõri,plaastõria,plaastõrisõ,plaastõriz,plaastõriss,plaastõrillõ,plaastõrill,plaastõrilt,plaastõrissi,plaastõrissaa,plaastõrika,plaastõrid,plaastõrijõ,plaastõriit,plaastõriisõ,plaastõriiz,plaastõriiss,plaastõriillõ,plaastõriill,plaastõriilt,plaastõriissi,plaastõriissaa,plaastõrijka,
plehku,plehgu,plehkua,plehkusõ,plehguz,plehguss,plehgullõ,plehgull,plehgult,plehgussi,plehgussaa,plehguka,plehgud,plehkujõ,plehkuit,plehkuisõ,plehkuiz,plehkuiss,plehkuillõ,plehkuill,plehkuilt,plehkuissi,plehkuissaa,plehkuika,
pletti,pleti,plettiä,plettise,plettiz,pletiss,pletille,pletill,pletilt,pletissi,plettissaa,pletika,pletid,plettije,plettiit,plettiise,plettiiz,plettiiss,plettiille,plettiill,plettiilt,plettiissi,plettiissaa,plettijka,
pliittõ,pliita,pliitta,pliittasõ,pliittõz,pliitõss,pliitõllõ,pliitõll,pliitõlt,pliitõssi,pliittõssaa,pliitõka,pliitõd,pliittojõ,pliittoit,pliittoisõ,pliittoiz,pliittoiss,pliittoillõ,pliittoill,pliittoilt,pliittoissi,pliittoissaa,pliittoika,
podarkkõ,podarka,podarkka,podarkkasõ,podarkkõz,podarkõss,podarkõllõ,podarkõll,podarkõlt,podarkõssi,podarkkõssaa,podarkõka,podarkõd,podarkkojõ,podarkkoit,podarkkoisõ,podarkkoiz,podarkkoiss,podarkkoillõ,podarkkoill,podarkkoilt,podarkkoissi,podarkkoissaa,podarkkoika,
poduškõ,podužga,poduška,poduškasõ,podužgõz,podužgõss,podužgõllõ,podužgõll,podužgõlt,podužgõssi,podužgõssaa,podužgõka,podužgõd,poduškojõ,poduškoit,poduškoisõ,poduškoiz,poduškoiss,poduškoillõ,poduškoill,poduškoilt,poduškoissi,poduškoissaa,poduškoika,
poikõ,poiga,poika,poikasõ,poigõz,poigõss,poigõllõ,poigõll,poigõlt,poigõssi,poigõssaa,poigõka,poigõd,poikijõ,poikiit,poikiisõ,poikiiz,poikiiss,poikiillõ,poikiill,poikiilt,poikiissi,poikiissaa,poikijka,
pojo,pojo,pojoa,pojosõ,pojoz,pojoss,pojollõ,pojoll,pojolt,pojossi,pojossaa,pojoka,pojod,pojojõ,pojoit,pojoisõ,pojoiz,pojoiss,pojoillõ,pojoill,pojoilt,pojoissi,pojoissaa,pojoika,
pominpäive,pominpäivä,pominpäivä,pominpäiväse,pominpäivez,pominpäivess,pominpäivelle,pominpäivell,pominpäivelt,pominpäivessi,pominpäivessaa,pominpäiveka,pominpäived,pominpäivije,pominpäiviit,pominpäiviise,pominpäiviiz,pominpäiviiss,pominpäiviille,pominpäiviill,pominpäiviilt,pominpäiviissi,pominpäiviissaa,pominpäivijka,
pooli,poolõ,pooltõ,poolõsõ,poolõz,poolõss,poolõllõ,poolõll,poolõlt,poolõssi,poolõssaa,poolõka,poolõd,poolijõ,pooliit,pooliisõ,pooliiz,pooliiss,pooliillõ,pooliill,pooliilt,pooliissi,pooliissaa,poolijka,
poolõz,poola,poolassõ,poolasõ,poolaz,poolass,poolallõ,poolall,poolalt,poolassi,poolassaa,poolaka,poolad,poolajõ,pooloit,pooloisõ,pooloiz,pooloiss,pooloillõ,pooloill,pooloilt,pooloissi,pooloissaa,pooloika,nagu taivõz
porotuz,porotusõ,porotussõ,porotussõ,porotusõz,porotusõss,porotusõllõ,porotusõll,porotusõlt,porotusõssi,porotusõssaa,porotusõka,porotusõd,porotussijõ,porotussiit,porotussiisõ,porotussiiz,porotussiiss,porotussiillõ,porotussiill,porotussiilt,porotussiissi,porotussiissaa,porotussijka,
portnoi,portnoi,portnoit,portnoisõ,portnoiz,portnoiss,portnoillõ,portnoill,portnoilt,portnoissi,portnoissaa,portnoika,portnoid,portnojõ,portnoit,portnoisõ,portnoiz,portnoiss,portnoillõ,portnoill,portnoilt,portnoissi,portnoissaa,portnoika,
porttu,portu,porttua,porttusõ,porttuz,portuss,portullõ,portull,portult,portussi,porttussaa,portuka,portud,porttujõ,porttuit,porttuisõ,porttuiz,porttuiss,porttuillõ,porttuill,porttuilt,porttuissi,porttuissaa,porttuika,
Portugaalija,Portugaalija,Portugaalijat,Portugaalijasõ,Portugaalijaz,Portugaalijass,Portugaalijallõ,Portugaalijall,Portugaalijalt,Portugaalijassi,Portugaalijassaa,Portugaalijaka,Portugaalijad,Portugaalijojõ,Portugaalijoit,Portugaalijoisõ,Portugaalijoiz,Portugaalijoiss,Portugaalijoillõ,Portugaalijoill,Portugaalijoilt,Portugaalijoissi,Portugaalijoissaa,Portugaalijoika,
postõ,posta,posta,postasõ,postõz,postõss,postõllõ,postõll,postõlt,postõssi,postõssaa,postõka,postõd,postijõ,postiit,postiisõ,postiiz,postiiss,postiillõ,postiill,postiilt,postiissi,postiissaa,postijka,
poštaljon,poštaljoni,poštaljonia,poštaljonisõ,poštaljoniz,poštaljoniss,poštaljonillõ,poštaljonill,poštaljonilt,poštaljonissi,poštaljonissaa,poštaljonika,poštaljonid,poštaljonijõ,poštaljoniit,poštaljoniisõ,poštaljoniiz,poštaljoniiss,poštaljoniillõ,poštaljoniill,poštaljoniilt,poštaljoniissi,poštaljoniissaa,poštaljonijka,
pošti,pošti,poštia,poštisõ,poštiz,poštiss,poštillõ,poštill,poštilt,poštissi,poštissaa,poštika,poštid,poštijõ,poštiit,poštiisõ,poštiiz,poštiiss,poštiillõ,poštiill,poštiilt,poštiissi,poštiissaa,poštijka,
poštimarkkõ,poštimarka,poštimarkka,poštimarkkasõ,poštimarkkõz,poštimarkõss,poštimarkõllõ,poštimarkõll,poštimarkõlt,poštimarkõssi,poštimarkkõssaa,poštimarkõka,poštimarkõd,poštimarkkojõ,poštimarkkoit,poštimarkkoisõ,poštimarkkoiz,poštimarkkoiss,poštimarkkoillõ,poštimarkkoill,poštimarkkoilt,poštimarkkoissi,poštimarkkoissaa,poštimarkkoika,
požarnoi,požarnoi,požarnoit,požarnoisõ,požarnoiz,požarnoiss,požarnoillõ,požarnoill,požarnoilt,požarnoissi,požarnoissaa,požarnoika,požarnoid,požarnojõ,požarnoit,požarnoisõ,požarnoiz,požarnoiss,požarnoillõ,požarnoill,požarnoilt,požarnoissi,požarnoissaa,požarnoika,
potašši,potaši,potaššia,potaššisõ,potašiz,potašiss,potašillõ,potašill,potašilt,potašissi,potašissaa,potašika,potašid,potaššijõ,potaššiit,potaššiisõ,potaššiiz,potaššiiss,potaššiillõ,potaššiill,potaššiilt,potaššiissi,potaššiissaa,potaššijka,
poutõ,povva,pouta,poutasõ,povvõz,povvõss,povvõllõ,povvõll,povvõlt,povvõssi,povvõssaa,povvõka,povvõd,poutojõ,poutoit,poutoisõ,poutoiz,poutoiss,poutoillõ,poutoill,poutoilt,poutoissi,poutoissaa,poutoika,
prikukkõin,prikukkõizõ,prikukkõissõ,prikukkõizõsõ,prikukkõizõz,prikukkõizõss,prikukkõizõllõ,prikukkõizõll,prikukkõizõlt,prikukkõizõssi,prikukkõizõssaa,prikukkõizõka,prikukkõizõd,prikukkõisijõ,prikukkõisiit,prikukkõisiisõ,prikukkõisiiz,prikukkõisiiss,prikukkõisiillõ,prikukkõisiill,prikukkõisiilt,prikukkõisiissi,prikukkõisiissaa,prikukkõisijka,
progonõ,progona,progona,progonasõ,progonõz,progonõss,progonõllõ,progonõll,progonõlt,progonõssi,progonõssaa,progonõka,progonõd,progonojõ,progonoit,progonoisõ,progonoiz,progonoiss,progonoillõ,progonoill,progonoilt,progonoissi,progonoissaa,progonoika,
programmõ,programma,programma,programmasõ,programmõz,programmõss,programmõllõ,programmõll,programmõlt,programmõssi,programmõssaa,programmõka,programmõd,programmijõ,programmiit,programmiisõ,programmiiz,programmiiss,programmiillõ,programmiill,programmiilt,programmiissi,programmiissaa,programmijka,pl part lühikese vokaaliga -- kas ühtlustada mujal?
propkõ,probga,propka,propkasõ,probgõz,probgõss,probgõllõ,probgõll,probgõlt,probgõssi,probgõssaa,probgõka,probgõd,propkijõ,propkiit,propkiisõ,propkiiz,propkiiss,propkiillõ,propkiill,propkiilt,propkiissi,propkiissaa,propkijka,
prostoi,prostoi,prostoit,prostoisõ,prostoiz,prostoiss,prostoillõ,prostoill,prostoilt,prostoissi,prostoissaa,prostoika,prostoid,prostojõ,prostoit,prostoisõ,prostoiz,prostoiss,prostoillõ,prostoill,prostoilt,prostoissi,prostoissaa,prostoika,
protestantti,protestanti,protestanttia,protestanttisõ,protestanttiz,protestantiss,protestantillõ,protestantill,protestantilt,protestantissi,protestanttissaa,protestantika,protestantid,protestanttijõ,protestanttiit,protestanttiisõ,protestanttiiz,protestanttiiss,protestanttiillõ,protestanttiill,protestanttiilt,protestanttiissi,protestanttiissaa,protestanttijka,
protsentti,protsenti,protsenttia,protsenttisõ,protsenttiz,protsentiss,protsentillõ,protsentill,protsentilt,protsentissi,protsenttissaa,protsentika,protsentid,protsenttijõ,protsenttiit,protsenttiisõ,protsenttiiz,protsenttiiss,protsenttiillõ,protsenttiill,protsenttiilt,protsenttiissi,protsenttiissaa,protsenttijka,
pudrõ,pudra,pudra,pudrasõ,pudrõz,pudrõss,pudrõllõ,pudrõll,pudrõlt,pudrõssi,pudrõssaa,pudrõka,pudrõd,pudrojõ,pudroit,pudroisõ,pudroiz,pudroiss,pudroillõ,pudroill,pudroilt,pudroissi,pudroissaa,pudroika,
